id,taxonomy
KJ194346.1,fungus
KJ194345.1,fungus
KJ194344.1,fungus
KJ194343.1,fungus
KJ194342.1,fungus
KJ194341.1,fungus
KJ194340.1,fungus
KJ194339.1,fungus
KJ194338.1,fungus
KJ194337.1,fungus
KJ194336.1,fungus
KJ194335.1,fungus
KJ194334.1,fungus
KJ194333.1,fungus
KJ194332.1,fungus
KJ194331.1,fungus
KJ194330.1,fungus
KJ194329.1,fungus
KJ194328.1,fungus
KJ194327.1,fungus
KJ194326.1,fungus
KJ194325.1,fungus
KJ194324.1,fungus
JN003681.1,foraminiferan
JN003680.1,foraminiferan
JN003679.1,foraminiferan
JN003678.1,foraminiferan
JN003677.1,foraminiferan
JN003676.1,foraminiferan
JN003675.1,foraminiferan
JN003674.1,foraminiferan
JN003673.1,foraminiferan
JN003672.1,foraminiferan
JN003671.1,foraminiferan
JN003670.1,foraminiferan
JN003669.1,foraminiferan
JN003668.1,foraminiferan
JN003667.1,foraminiferan
JN003666.1,foraminiferan
JN003665.1,foraminiferan
JN003664.1,foraminiferan
JN003663.1,foraminiferan
JN003662.1,foraminiferan
JN003661.1,foraminiferan
JN003660.1,foraminiferan
JN003659.1,foraminiferan
JN003658.1,foraminiferan
JN003657.1,foraminiferan
JN003656.1,foraminiferan
JN003655.1,foraminiferan
JF800015.1,organism
JF800014.1,organism
JF800013.1,organism
JF800012.1,organism
JF800011.1,organism
JF800010.1,organism
JF800009.1,organism
JF800008.1,organism
JF800007.1,organism
JF800006.1,organism
JF800005.1,organism
JF800004.1,organism
JF800003.1,organism
JF800002.1,organism
JF800001.1,organism
JF800000.1,organism
JF799999.1,organism
JF799998.1,organism
JF799997.1,organism
JF799996.1,organism
JF799995.1,organism
JF799994.1,organism
JF799993.1,organism
JF799992.1,organism
JF799991.1,organism
JF799990.1,organism
JF799989.1,organism
JF799988.1,organism
JF799987.1,organism
GU474200.1,A08
GU474199.1,H04
GU474198.1,H07
GU474197.1,B03
GU474196.1,B06
GU474195.1,G05
GU474194.1,B11
GU474193.1,B10
GU474192.1,E11
GU474191.1,E04
GU474190.1,H10
GU474189.1,H03
GU474188.1,F09
GU474187.1,F10
GU474186.1,E01
GU474185.1,C10
GU474184.1,B05
GU474183.1,A12
GU474182.1,A04
GU474181.1,E03
GU474180.1,C08
GU474179.1,F04
GU474178.1,D08
GU474177.1,A03
GU474176.1,B12
GU474175.1,G10
GU474174.1,C06
GU474173.1,E05
GU474172.1,B04
GU474171.1,C01
GU474170.1,A06
GU474169.1,B08
GU474168.1,G11
GU474167.1,A11
GU474166.1,A02
GU474165.1,F11
GU474164.1,E02
GU474163.1,F03
GU474162.1,F02
GU474161.1,C11
GU474160.1,H09
GU474159.1,H11
GU474158.1,C12
GU474157.1,F08
GU474156.1,D03
GU474155.1,A10
GU474154.1,G03
GU474153.1,E06
GU474152.1,C04
GU474151.1,G07
GU474150.1,E07
GU474149.1,G09
GU474148.1,F07
GU474147.1,B01
GU474146.1,H01
GU474145.1,H05
GU474144.1,G12
GU474143.1,A05
GU474142.1,G06
GU474141.1,D06
GU474140.1,A07
GU474139.1,D02
GU474138.1,E12
GU474137.1,E09
GU474136.1,D04
GU474135.1,G02
GU474134.1,F01
GU474133.1,E08
GU474132.1,H06
GU474131.1,G04
GU474130.1,F12
GU474129.1,D01
GU474128.1,E10
GU474127.1,C07
GU474126.1,D11
GU474125.1,D07
GU474124.1,D10
GU474123.1,H08
GU474122.1,D05
GU474121.1,D12
GU474120.1,C09
GU474119.1,D09
GU474118.1,G01
GU474117.1,C03
GU474116.1,C02
GU474115.1,F06
GU474114.1,F05
GU474113.1,A01
GU474112.1,103
GU474111.1,67
GU474110.1,11
GU474109.1,143
GU474108.1,127
GU474107.1,123
GU474106.1,78
GU474105.1,102
GU474104.1,47
GU474103.1,79
GU474102.1,36
GU474101.1,23
GU474100.1,10
GU474099.1,96
GU474098.1,139
GU474097.1,112
GU474096.1,35
GU474095.1,136
GU474094.1,126
GU474093.1,39
GU474092.1,7
GU474091.1,66
GU474090.1,113
GU474089.1,114
GU474088.1,94
GU474087.1,84
GU474086.1,110
GU474085.1,20
GU474084.1,85
GU474083.1,58
GU474082.1,134
GU474081.1,40
GU474080.1,64
GU474079.1,130
GU474078.1,83
GU474077.1,33
GU474076.1,125
GU474075.1,124
GU474074.1,80
GU474073.1,3
GU474072.1,116
GU474071.1,111
GU474070.1,98
GU474069.1,129
GU474068.1,95
GU474067.1,77
GU474066.1,65
GU474065.1,55
GU474064.1,17
GU474063.1,6
GU474062.1,115
GU474061.1,137
GU474060.1,8
GU474059.1,1
GU474058.1,140
GU474057.1,5
GU474056.1,97
GU474055.1,44
GU474054.1,12
GU474053.1,131
GU474052.1,88
GU474051.1,101
GU474050.1,141
GU474049.1,133
GU474048.1,26
GU474047.1,72
GU474046.1,49
GU474045.1,43
GU474044.1,82
GU474043.1,27
GU474042.1,13
GU474041.1,15
GU474040.1,109
GU474039.1,105
GU474038.1,119
GU474037.1,87
GU474036.1,2
GU474035.1,62
GU474034.1,48
GU474033.1,14
GU474032.1,142
GU474031.1,59
GU474030.1,25
GU474029.1,24
GU474028.1,18
GU474027.1,144
GU474026.1,50
GU474025.1,104
GU474024.1,4
GQ246021.1,haptophyte
GQ246020.1,haptophyte
GQ246019.1,haptophyte
GQ246018.1,haptophyte
GQ246017.1,haptophyte
GQ246016.1,haptophyte
GQ246015.1,haptophyte
GQ246014.1,haptophyte
GQ246013.1,haptophyte
KC158222.1,Teredothyra
KC158221.1,Teredothyra
KC158220.1,Teredothyra
KC158219.1,Teredothyra
KC158218.1,Lyrodus
KC158217.1,Lyrodus
KC158216.1,Lyrodus
KC158215.1,Nototeredo
KC158214.1,Nototeredo
KC158213.1,Bankia
KC158212.1,Nototeredo
KC158211.1,Lyrodus
KC158210.1,Nototeredo
KC158209.1,Nototeredo
KC158208.1,Nototeredo
KC158207.1,Nototeredo
KC158206.1,Nototeredo
KC158205.1,Nototeredo
KC158204.1,Nototeredo
KC158203.1,Lyrodus
KC158202.1,Lyrodus
KC158201.1,Lyrodus
KC158200.1,Lyrodus
KC158199.1,Lyrodus
KC158198.1,Lyrodus
KC158197.1,Lyrodus
KC158196.1,Lyrodus
KC158195.1,Bankia
MF992124.1,ELS11
MF992116.1,ELS21
MF992112.1,ELS25
MF992108.1,E51A8
MF992099.1,EK2A2
MF992097.1,EK2A4
MF992096.1,EK2A5
MF992095.1,EK2A6
MF992092.1,Euglyphida
MF992090.1,stramenopile
MF992089.1,EK2L5
MF992088.1,stramenopile
KX259324.1,Paramyxa
DQ394804.1,Tripyloides
DQ394803.1,Terschellingia
DQ394802.1,Paralinhomoeus
DQ394801.1,Daptonema
DQ394800.1,Sphaerolaimus
DQ394799.1,Paralinhomoeus
DQ394798.1,Sphaerolaimus
DQ394797.1,Neochromadora
DQ394796.1,Metachromadora
DQ394795.1,Metachromadora
DQ394794.1,Theristus
DQ394793.1,Cyatholaimidae
DQ394792.1,Sphaerolaimus
DQ394790.1,Adoncholaimus
DQ394789.1,Sphaerolaimus
DQ394787.1,Enoploides
DQ394785.1,Sabatieria
DQ394784.1,Daptonema
DQ394783.1,Unidentified
DQ394782.1,Daptonema
DQ394781.1,Metachromadora
DQ394780.1,Axonolaimus
DQ394779.1,Sphaerolaimus
DQ394778.1,Sphaerolaimus
DQ394777.1,Paralinhomoeus
DQ394776.1,Terschellingia
DQ394775.1,Terschellingia
DQ394774.1,Metachromadora
DQ394773.1,Theristus
DQ394772.1,Sphaerolaimus
DQ394771.1,Terschellingia
DQ394770.1,Sabatieria
DQ394769.1,Metachromadora
DQ394768.1,Daptonema
DQ394767.1,Paracanthonchus
DQ394766.1,Anoplostoma
DQ394765.1,Praeacanthonchus
DQ394764.1,Terschellingia
DQ394763.1,Praeacanthonchus
DQ394762.1,Metachromadora
DQ394761.1,Terschellingia
DQ394760.1,Daptonema
DQ394759.1,Daptonema
DQ394758.1,Cyatholaimus
DQ394757.1,Metachromadora
DQ394756.1,Neochromadora
DQ394755.1,Paracanthonchus
DQ394754.1,Theristus
DQ394753.1,Terschellingia
DQ394752.1,Anoplostoma
DQ394751.1,Adoncholaimus
DQ394750.1,Axonolaimus
DQ394749.1,Halichoanolaimus
DQ394748.1,Desmodora
DQ394747.1,Terschellingia
DQ394746.1,Sabatieria
DQ394745.1,Paralinhomoeus
DQ394744.1,Daptonema
DQ394743.1,Setosabatieria
DQ394742.1,Sabatieria
DQ394741.1,Terschellingia
DQ394740.1,Viscosia
DQ394739.1,Terschellingia
DQ394738.1,Ascolaimus
DQ394737.1,Terschellingia
DQ394736.1,Terschellingia
DQ394735.1,Atrochromadora
DQ394734.1,Sabatieria
DQ394733.1,Sphaerolaimus
DQ394732.1,Metachromadora
DQ394731.1,Enoploides
DQ394730.1,Praeacanthonchus
DQ394729.1,Terschellingia
DQ394728.1,Dichromadora
DQ394727.1,Sabatieria
DQ394726.1,Spirinia
DQ394725.1,Adoncholaimus
KP099904.1,Cladosporium
KP099903.1,Cladosporium
KP099902.1,Cladosporium
KP099901.1,Bathycoccaceae
KP099900.1,Mamiellales
KP099899.1,Dinophysis
KP099897.1,Mamiellales
KP099896.1,Vannellidae
KP099894.1,Vannellidae
KP099893.1,Mamiellales
KP099892.1,Dinophysis
KP099891.1,Tintinnida
KP099890.1,Vannellidae
KP099889.1,Vannellidae
KP099888.1,Mamiellales
KP099887.1,Dinophysis
KP099886.1,Exophiala
KP099885.1,Dinophysis
KP099884.1,Ostreococcus
KP099882.1,Vannellidae
KP099881.1,Mamiellales
KP099880.1,Mamiellales
KP099879.1,Vannellidae
KP099878.1,Dinophysis
KP099877.1,Rhodotorula
KP099876.1,Cladosporium
KP099874.1,Ostreococcus
KP099873.1,Micromonas
KP099872.1,Mamiellales
KP099870.1,Micromonas
KP099869.1,Dinophysis
KP099867.1,Micromonas
KP099866.1,Bathycoccaceae
KP099865.1,Mamiellales
KP099864.1,Mamiellales
KP099863.1,Tintinnida
KP099862.1,Mamiellales
KP099861.1,Micromonas
KP099860.1,Exophiala
KP099858.1,Mamiellales
KP099857.1,Micromonas
KP099854.1,Mamiellales
KP099853.1,Exophiala
KP099850.1,oligohymenophorean
KP099849.1,Vannellidae
KP099848.1,Mamiellales
KP099846.1,Ostreococcus
KP099845.1,Ostreococcus
KP099844.1,Gyrodinium
KP099843.1,Mamiellales
KP099842.1,Mamiellales
KP099841.1,Mamiellales
KP099840.1,Micromonas
KP099839.1,Micromonas
KP099838.1,Mamiellales
KP099837.1,Micromonas
KP099836.1,Mamiellales
KP099835.1,Mamiellales
KP099833.1,Vannellidae
KP099832.1,Ostreococcus
KP099830.1,Agaricomycetes
KP099829.1,Tintinnida
KP099827.1,Sporadotrichida
KP099825.1,Sporadotrichida
KP099823.1,Mamiellales
KP099822.1,Mamiellales
KP099820.1,Vannellidae
KP099819.1,Dinophysis
KP099818.1,Skeletonema
KP099817.1,Amphidinium
KP099816.1,Cymatosiraceae
KP099815.1,Thalassiosirales
KP099812.1,Cymatosiraceae
KP099811.1,Tetraselmis
KP099809.1,Minidiscus
KP099808.1,Skeletonema
KP099807.1,Skeletonema
KP099806.1,Thalassiosira
KP099805.1,Micromonas
KP099804.1,Thalassiosira
KP099803.1,Skeletonema
KP099802.1,Minidiscus
KP099801.1,Thalassiosira
KP099800.1,Cymatosiraceae
KP099799.1,Cymatosiraceae
KP099798.1,Cymatosiraceae
KP099797.1,Skeletonema
KP099796.1,Pseudo-nitzschia
KP099795.1,Cymatosiraceae
KP099794.1,Thalassiosira
KP099793.1,Skeletonema
KP099792.1,Cymatosiraceae
KP099791.1,Thalassiosira
KP099790.1,Thalassiosira
KP099789.1,Minidiscus
KP099788.1,Amphidinium
KP099787.1,Chaetoceros
KP099786.1,Chaetoceros
KP099785.1,Eucampia
KP099784.1,spirotrich
KP099783.1,Coscinodiscophyceae
KP099782.1,Skeletonema
KP099781.1,Chaetoceros
KP099778.1,Thalassiosirales
KP099777.1,Thalassiosirales
KP099776.1,Chaetoceros
KP099775.1,Cymatosiraceae
KP099774.1,Thalassiosira
KP099772.1,Cymatosiraceae
KP099771.1,Cymatosiraceae
KP099770.1,Chaetoceros
KP099767.1,Cymatosiraceae
KP099765.1,Thalassiosira
KP099762.1,Chaetoceros
KP099761.1,Thalassiosira
KP099760.1,Cymatosiraceae
KP099759.1,Cymatosiraceae
KP099758.1,Minidiscus
KP099756.1,Cymatosiraceae
KP099755.1,Nitzschia
KP099754.1,Skeletonema
KP099752.1,Skeletonema
KP099751.1,Thalassiosira
KP099748.1,Skeletonema
KP099747.1,Sporadotrichida
KP099745.1,Cymatosiraceae
KP099743.1,Thalassiosira
KP099742.1,Cymatosiraceae
KP099741.1,Cymatosiraceae
KP099740.1,Skeletonema
KP099739.1,Skeletonema
KP099738.1,Cymatosiraceae
KP099736.1,Thalassiosirales
KP099735.1,Thalassiosirales
KP099734.1,Skeletonema
KP099733.1,Skeletonema
KP099732.1,Thalassiosira
KP099730.1,Ulvophyceae
KP099729.1,Chaetoceros
KP099728.1,Thalassiosirales
KP099727.1,Skeletonema
KP099726.1,Chaetoceros
KF646486.1,Alexandrium
KF646485.1,Alexandrium
KF646484.1,Alexandrium
KF646481.1,Alexandrium
KF646480.1,Alexandrium
KF646478.1,Alexandrium
KF646477.1,Alexandrium
KF646476.1,Alexandrium
KF646475.1,Alexandrium
KF646473.1,Alexandrium
KF646472.1,Alexandrium
KF646471.1,Alexandrium
KF646470.1,Alexandrium
KF646469.1,Alexandrium
KF192310.1,fungus
KF192309.1,fungus
KF192308.1,fungus
KF192307.1,fungus
KF192306.1,fungus
KF192305.1,fungus
KF192304.1,fungus
KF192303.1,fungus
KF192302.1,fungus
KF192301.1,fungus
KF192300.1,fungus
KF192299.1,fungus
KF192298.1,fungus
KF192297.1,fungus
KF192296.1,fungus
KF192295.1,fungus
KF192294.1,fungus
KF192293.1,fungus
KF192292.1,fungus
KF192291.1,fungus
KF192290.1,fungus
KF192289.1,fungus
KF192288.1,fungus
KF192287.1,fungus
KF192286.1,fungus
KF192285.1,fungus
KF192284.1,fungus
KF192283.1,fungus
KF192282.1,fungus
KF192281.1,fungus
KF192280.1,fungus
KF192279.1,fungus
KF192278.1,fungus
KF192277.1,fungus
KF192276.1,fungus
KF192275.1,fungus
JX535351.1,Gregarinasina
JX535350.1,Gregarinasina
JX535349.1,Gregarinasina
JX535348.1,Gregarinasina
JX535347.1,Gregarinasina
JX535346.1,Gregarinasina
JX535345.1,Gregarinasina
JX535344.1,Gregarinasina
JX535343.1,Gregarinasina
JX535342.1,Gregarinasina
JX535341.1,Gregarinasina
JX535340.1,Gregarinasina
JX535339.1,Gregarinasina
JX535338.1,Gregarinasina
JX535337.1,Gregarinasina
JX535336.1,Gregarinasina
JN565974.1,ciliate
JN565973.1,ciliate
JN565972.1,ciliate
JN565971.1,ciliate
JN565970.1,ciliate
JN689007.1,ciliate
JN689006.1,ciliate
JN689005.1,ciliate
JN689004.1,ciliate
HQ876008.1,Cephaloidophora
HQ876007.1,Heliospora
HQ876006.1,Thiriotia
HQ909047.1,ciliate
HQ909046.1,ciliate
HQ909045.1,ciliate
HQ909044.1,ciliate
HQ909043.1,ciliate
HQ909042.1,ciliate
HQ909041.1,ciliate
HQ909040.1,ciliate
HQ909039.1,ciliate
HQ909038.1,ciliate
HQ909037.1,ciliate
HQ909036.1,ciliate
HQ909035.1,ciliate
HQ909034.1,ciliate
HQ909033.1,ciliate
HQ909032.1,ciliate
HQ909031.1,ciliate
HQ909030.1,ciliate
HQ909029.1,ciliate
FJ834324.1,DGGE
FJ834323.1,DGGE
FJ834322.1,DGGE
FJ834321.1,DGGE
FJ834320.1,DGGE
FJ834319.1,DGGE
FJ834318.1,DGGE
FJ834317.1,DGGE
FJ834316.1,DGGE
FJ834315.1,DGGE
FJ834314.1,DGGE
FJ834313.1,DGGE
FJ834312.1,DGGE
FJ834311.1,DGGE
FJ834310.1,DGGE
FJ834309.1,DGGE
FJ834308.1,DGGE
FJ834307.1,DGGE
FJ797032.1,DGGE
FJ797031.1,DGGE
FJ797030.1,DGGE
FJ797029.1,DGGE
FJ797028.1,DGGE
FJ797027.1,DGGE
FJ797026.1,DGGE
FJ797025.1,DGGE
FJ797024.1,DGGE
FJ797023.1,DGGE
FJ797022.1,DGGE
FJ797021.1,DGGE
FJ797020.1,DGGE
FJ797019.1,DGGE
FJ797018.1,DGGE
FJ797017.1,DGGE
FJ797016.1,DGGE
FJ797015.1,DGGE
FJ797014.1,DGGE
FJ797013.1,DGGE
FJ797012.1,DGGE
FJ797011.1,DGGE
FJ797010.1,DGGE
FJ797009.1,DGGE
FJ797008.1,DGGE
FJ797007.1,DGGE
FJ797006.1,DGGE
FJ797005.1,DGGE
FJ797004.1,DGGE
FJ797003.1,DGGE
FJ797002.1,DGGE
FJ797001.1,DGGE
FJ797000.1,DGGE
FJ796999.1,DGGE
FJ796998.1,DGGE
FJ796997.1,DGGE
FJ796996.1,DGGE
FJ796995.1,DGGE
FJ796994.1,DGGE
GU949619.1,B39R
GU949618.1,B38R
GU949617.1,B37R
GU949616.1,B36R
GU949615.1,B34R
GU949614.1,B33R
GU949613.1,B32R
GU949612.1,B310R
GU949611.1,B28R
GU949610.1,B27R
GU949609.1,B25R
GU949608.1,B24R
GU949607.1,B23R
GU949606.1,B22R
GU949605.1,B21R
GU949604.1,B218R
GU949603.1,B217R
GU949602.1,B216R
GU949601.1,B215R
GU949600.1,B214R
GU949599.1,B212R
GU949598.1,B211R
DQ234297.1,BS_DGGE_Hap3
DQ234296.1,BS_DGGE_Hap2
DQ234295.1,BS_DGGE_Hap1
DQ234294.1,BS_DGGE_Euk-13
DQ234293.1,BS_DGGE_Euk-12b
DQ234292.1,BS_DGGE_Euk-12a
DQ234291.1,BS_DGGE_Euk-11
DQ234290.1,BS_DGGE_Euk-10
DQ234289.1,BS_DGGE_Euk-9
DQ234288.1,BS_DGGE_Euk-8
DQ234287.1,BS_DGGE_Euk-7
DQ234286.1,BS_DGGE_Euk-6
DQ234285.1,BS_DGGE_Euk-5
DQ234284.1,BS_DGGE_Euk-4
DQ234283.1,BS_DGGE_Euk-3
DQ234282.1,BS_DGGE_Euk-2
DQ234281.1,BS_DGGE_Euk-1
AY753632.1,Neobodo
AY753631.1,Bodonidae
AY753630.1,Neobodo
AY753629.1,Neobodo
AY753628.1,Neobodo
AY753627.1,Neobodo
AY753626.1,Neobodo
AY753625.1,Bodonidae
AY753624.1,Bodonidae
AY753623.1,Neobodo
AY753622.1,Neobodo
AY753621.1,Neobodo
AY753620.1,Neobodo
AY753619.1,Neobodo
AY753618.1,Bodonidae
AY753617.1,Neobodo
AY753616.1,Neobodo
AY753615.1,Neobodo
AY753614.1,Neobodo
AY753613.1,Neobodo
AY753612.1,Neobodo
AY753611.1,Neobodo
AY753610.1,Bodonidae
AY753609.1,Neobodo
AY753608.1,Neobodo
AY753607.1,Neobodo
AY753606.1,Neobodo
AY753605.1,Neobodo
AY753604.1,Neobodo
AY753603.1,Neobodo
AY753602.1,Neobodo
AY753601.1,Bodonidae
AY753600.1,Bodonidae
AY753599.1,Dimastigella
AY753598.1,Dimastigella
AY753597.1,Dimastigella
AY551273.1,Prorocentrum
AY551272.1,Prorocentrum
NC_134215.1,Caretta
BLLF01000913.1,Haematococcus
BLLF01003122.1,Haematococcus
BLLF01005750.1,Haematococcus
KX944168.1,Viscosia
KX944167.1,Viscosia
KX944166.1,Theristus
KX944165.1,Thalassironus
KX944164.1,Terschellingia
KX944163.1,Terschellingia
KX944162.1,Spirinia
KX944161.1,Sphaerolaimus
KX944160.1,Setosabatieria
KX944159.1,Sabatieria
KX944158.1,Ptycholaimellus
KX944157.1,Prochromadorella
KX944156.1,Prochaetosoma
KX944155.1,Praeacanthonchus
KX944154.1,Pareurystomina
KX944153.1,Paralinhomoeus
KX944152.1,Paracyatholaimus
KX944151.1,Paracomesoma
KX944150.1,Oncholaimus
KX944149.1,Odontophoroides
KX944148.1,Odontophora
KX944147.1,Neochromadora
KX944146.1,Nemanema
KX944145.1,Microlaimus
KX944144.1,Metadesmolaimus
KX944143.1,Metachromadora
KX944142.1,Metachromadora
KX944141.1,Metachromadoroides
KX944140.1,Linhomoeus
KX944139.1,Linhomoeus
KX944138.1,Halalaimus
KX944137.1,Eurystomina
KX944136.1,Eurystomina
KX944135.1,Desmolaimus
KX944134.1,Daptonema
KX944133.1,Daptonema
KX944132.1,Daptonema
KX944131.1,Chromadora
KX944130.1,Bathylaimus
KX944129.1,Axonolaimus
KX944128.1,Atrochromadora
KX944127.1,Anticoma
KX944126.1,Anoplostoma
KY000020.1,Artemia
KY000019.1,Artemia
KY000018.1,Artemia
KY000017.1,Artemia
KY000016.1,Artemia
KY000015.1,Artemia
KY000014.1,Artemia
JF712871.1,Bonamia
JF712870.1,Bonamia
JF712869.1,Bonamia
JF712868.1,Bonamia
JF712867.1,Bonamia
KJ753898.1,Inanidrilus
KJ753897.1,Gianius
KJ753896.1,Thalassodrilus
KJ753895.1,Peosidrilus
KJ753894.1,Adelodrilus
KJ753893.1,Heterodrilus
KJ753892.1,Heterodrilus
KJ753891.1,Heterodrilus
KJ753890.1,Heterodrilus
KJ753889.1,Heterodrilus
KJ753888.1,Heterodrilus
KJ753887.1,Heterodrilus
KJ753886.1,Heterodrilus
HM053544.1,Aequorea
HM053542.1,Muggiaea
HM053541.1,Muggiaea
HM053540.1,Muggiaea
HM053539.1,Sugiura
HM053538.1,Sugiura
HM053537.1,Sugiura
HM053536.1,Sugiura
HM053535.1,Pleurobrachia
HM053534.1,Lovenella
HM053533.1,Nausithoe
EF017804.1,Prorocentrum
NC_092575.1,Apostichopus
NW_024102836.1,Styela
JAGRRH010000017.1,Nitzschia
CBFDJZ010000041.1,soil
CBFDNW010000015.1,soil
NC_092631.1,Amphiura
NC_134893.1,Babylonia
NC_044364.1,Archocentrus
JAQIZV010000010.1,Populus
CBFDRK010000005.1,soil
NC_134882.1,Babylonia
NC_134226.1,Caretta
NC_134887.1,Babylonia
NC_134233.1,Caretta
NC_044358.1,Archocentrus
NC_050524.1,Oryzias
OZ223948.1,Natator
OZ223920.1,Eretmochelys
OZ223891.1,Eretmochelys
OZ223863.1,Natator
OZ223596.1,Lepidochelys
OZ223568.1,Lepidochelys
JAQIZU010000018.1,Populus
OZ223121.1,Lepidochelys
OZ222934.1,Caretta
OZ222864.1,Lepidochelys
NC_066853.1,Lates
MRZV01000379.1,Apostichopus
OZ222817.1,Caretta
JAQIZT010000018.1,Populus
OZ223927.1,Eretmochelys
OZ223898.1,Eretmochelys
OZ222941.1,Caretta
OZ223955.1,Natator
OZ223870.1,Natator
OZ223603.1,Lepidochelys
OZ223575.1,Lepidochelys
CM055393.1,Populus
OZ223128.1,Lepidochelys
OZ222871.1,Lepidochelys
JARQWQ010000045.1,Acropora
JARQWQ010000051.1,Acropora
CM055382.1,Populus
CM055363.1,Populus
NM_001286082.2,Homo
NM_016404.3,Homo
NM_001372072.1,Homo
NM_001286084.2,Homo
NM_001372071.1,Homo
MT680800.1,Vampyroteuthis
MT680765.1,Vampyroteuthis
MT680799.1,Teuthowenia
MT680764.1,Vampyroteuthis
MT680798.1,Stigmatoteuthis
MT680763.1,Taonius
MT680797.1,Selenoteuthis
MT680762.1,Taningia
MT680796.1,Pterygioteuthis
MT680761.1,Taningia
MT680795.1,Pterygioteuthis
MT680760.1,Taningia
MT680794.1,Pterygioteuthis
MT680759.1,Stigmatoteuthis
MT680793.1,Pterygioteuthis
MT680758.1,Sthenoteuthis
MT680792.1,Ornithoteuthis
MT680757.1,Selenoteuthis
MT680756.1,Ornithoteuthis
MT680790.1,Taningia
MT680755.1,Ornithoteuthis
MT680789.1,Mastigopsis
MT680754.1,Ornithoteuthis
MT680753.1,Octopoteuthis
MT680787.1,Liocranchia
MT680752.1,Octopoteuthis
MT680786.1,Liocranchia
MT680751.1,Taningia
MT680785.1,Liocranchia
MT680750.1,Mastigoteuthis
MT680784.1,Leachia
MT680749.1,Mastigopsis
MT680783.1,Leachia
MT680748.1,Liocranchia
MT680782.1,Histioteuthis
MT680747.1,Liocranchia
MT680781.1,Histioteuthis
MT680746.1,Leachia
MT680780.1,Histioteuthis
MT680745.1,Histioteuthis
MT680744.1,Histioteuthis
MT680743.1,Histioteuthis
MT680777.1,Helicocranchia
MT680742.1,Histioteuthis
MT680776.1,Helicocranchia
MT680775.1,Enoploteuthis
MT680774.1,Egea
MT680739.1,Chtenopteryx
MT680773.1,Cranchia
MT680738.1,Cranchia
MT680772.1,Chiroteuthis
MT680737.1,Bathyteuthis
MT680771.1,Bathothauma
MT680736.1,Bathyteuthis
MT680770.1,Abraliopsis
MT680735.1,Bathyteuthis
MT680769.1,Abraliopsis
MT680734.1,Ancistrocheirus
MT680768.1,Abraliopsis
MT680733.1,Abraliopsis
MT680767.1,Abraliopsis
MT680732.1,Abralia
MT680766.1,Abraliopsis
MT680731.1,Abralia
MT680730.1,Abraliopsis
MT680729.1,Abraliopsis
MT680728.1,Abraliopsis
MT680727.1,Abraliopsis
MT680788.1,Mastigopsis
MT680779.1,Heteroteuthis
MT680778.1,Heteroteuthis
MT680741.1,Heteroteuthis
MT680740.1,Heteroteuthis
